web-scraper-order,web-scraper-start-url,marque,marque-href,prix,adresse,image-src
"1708088860-106","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Jeep Cherokee à louer","https://www.dakarvente.com/annonce-40825-jeep-cherokee-louer.html","35 000 FCFA","Dakar","media/annonces/pics/thumbs/40219d38c78f27d9e53b10033ae40f21.jpeg"
"1708088860-107","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","KIA Sportage à louer","https://www.dakarvente.com/annonce-40824-kia-sportage-louer.html","45 000 FCFA","Dakar","media/annonces/pics/thumbs/7180dfbf865d281c45528d8561672b49.jpeg"
"1708088860-108","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Pick-up disponible en location","https://www.dakarvente.com/annonce-40822-pick-up-disponible-en-location.html","50 000 FCFA","Dakar","media/annonces/pics/thumbs/c5a5df6f965aa0462bd6b8d7db11624c.jpeg"
"1708088860-109","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Mitsubishi à louer","https://www.dakarvente.com/annonce-40823-mitsubishi-louer.html","60 000 FCFA","Dakar","media/annonces/pics/thumbs/e9916e129c45b587c30740733f1d9341.jpeg"
"1708088860-110","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Prado Land cruiser en location","https://www.dakarvente.com/annonce-40799-prado-land-cruiser-en-location.html","95 000 FCFA","Dakar","media/annonces/pics/thumbs/e17176d6edfc10cdbae3a84f8fb27ff5.jpeg"
"1708088860-111","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Mercedes CIA Fully disponible en location","https://www.dakarvente.com/annonce-40798-mercedes-cia-fully-disponible-en-location.html","80 000 FCFA","Dakar","media/annonces/pics/thumbs/51e8dcd8dffa1bac06d10046a94c5c24.jpeg"
"1708088860-112","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra en location","https://www.dakarvente.com/annonce-40797-hyundai-elantra-en-location.html","40 000 FCFA","Dakar","media/annonces/pics/thumbs/2904d3415e9778f79b36354ca0f0b2b0.jpeg"
"1708088860-113","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Madza Cx5 très propres en location","https://www.dakarvente.com/annonce-40795-madza-cx5-trs-propres-en-location.html","45 000 FCFA","Dakar","media/annonces/pics/thumbs/bc0d0428553c15ddaf2286ee396d55d8.jpeg"
"1708088860-114","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","VOITURE A LOUER POUR LES PETITES COURSES À DAKAR","https://www.dakarvente.com/annonce-40485-voiture-a-louer-pour-les-petites-courses-dakar.html","","Dakar","media/annonces/pics/thumbs/c83270edff336dcdcf40f3cf31f2d53d.jpg"
"1708088860-115","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location voiture avec chauffeur","https://www.dakarvente.com/annonce-39141-location-voiture-avec-chauffeur.html","50 000 FCFA","Sud Foire","media/annonces/pics/thumbs/1009afe2afce736fce5fdb4500a9e8ab.jpg"
"1708088860-116","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicules","https://www.dakarvente.com/annonce-38904-location-de-vhicules.html","30 000 FCFA","Cité Keur Gorgui","media/annonces/pics/thumbs/2ccfc754c0e703ea20a8a9975b3b52ee.jpg"
"1708088860-117","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicules","https://www.dakarvente.com/annonce-38875-location-de-vhicules.html","30 000 FCFA","Cité Keur Gorgui","media/annonces/pics/thumbs/97350869f41c1220ef0f0d55d319f6d2.jpg"
"1708088860-118","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicules","https://www.dakarvente.com/annonce-38874-location-de-vhicules.html","30 000 FCFA","Cité Keur Gorgui","media/annonces/pics/thumbs/5cb15db2bfb83c0dfd7f894b6d5cd264.jpg"
"1708088860-119","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION VEHICULE","https://www.dakarvente.com/annonce-38819-location-vehicule.html","35 000 FCFA","Mermoz","media/annonces/pics/thumbs/b3be8ecdc35663cf6593a0ced4f04ec2.jpg"
"1708088860-120","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de camion","https://www.dakarvente.com/annonce-38410-location-de-camion.html","","Scat Urbam","media/annonces/pics/thumbs/4b95044ebe9020679f60e582d7215cde.jpg"
"1708088860-121","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location auto full option","https://www.dakarvente.com/annonce-37290-location-auto-full-option.html","35 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/ec8a29a9c622218a71a6a78d2bca05a0.jpeg"
"1708088860-122","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voiture Hyundai","https://www.dakarvente.com/annonce-37200-location-de-voiture-hyundai.html","35 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/b810944a03d9f0524315fd6956c9a5a0.jpeg"
"1708088860-123","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voitures","https://www.dakarvente.com/annonce-37124-location-de-voitures.html","","Yoff","media/annonces/pics/thumbs/1f1d7d80129ec57522de0e17f7365baa.jpg"
"1708088860-124","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION DE CAMION SONORISE","https://www.dakarvente.com/annonce-36898-location-de-camion-sonorise.html","250 000 FCFA","Sacré Coeur","media/annonces/pics/thumbs/a32dfa65c747f0f602320b82f2e7a571.png"
"1708088860-125","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Vente et location de voitures","https://www.dakarvente.com/annonce-36889-vente-et-location-de-voitures.html","25 000 FCFA","Almadies","media/annonces/pics/thumbs/7e33e143168aec4aede63e17a82a1e42.jpg"
"1708088860-126","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Transfert aéroport  avec voiture climatisée. 30 000 Frs.","https://www.dakarvente.com/annonce-36650-transfert-aroport-avec-voiture-climatise-30-000-frs.html","30 000 FCFA","Dakar","media/annonces/pics/thumbs/ea4f090e4d47fa784a544f00961caedf.jpg"
"1708088860-127","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicules","https://www.dakarvente.com/annonce-36433-location-de-vhicules.html","35 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/cae385dd37c3c2f27a84f1c202c13043.jpeg"
"1708088860-128","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION TOYOTA FORTUNER AVEC CHAUFFEUR A BON PRIX","https://www.dakarvente.com/annonce-36168-location-toyota-fortuner-avec-chauffeur-a-bon-prix.html","65 000 FCFA","Liberté 2","media/annonces/pics/thumbs/8aa9647501fc44e2b5b5be3d727c84af.jpg"
"1708088860-129","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voiture Hyundai Full options","https://www.dakarvente.com/annonce-36143-location-de-voiture-hyundai-full-options.html","40 000 FCFA","Parcelles assainies","media/annonces/pics/thumbs/176402402f89ef80919b27d4cbec400b.jpeg"
"1708088860-130","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford fusion à louer","https://www.dakarvente.com/annonce-35680-ford-fusion-louer.html","40 000 FCFA","Almadies","media/annonces/pics/thumbs/01509e3011a7c91682af35ff3b0e8316.jpg"
"1708088860-131","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford fusion titanuim","https://www.dakarvente.com/annonce-35652-ford-fusion-titanuim.html","40 000 FCFA","Almadies","media/annonces/pics/thumbs/0d52b4d8acefa6c5e0c62a7618361239.jpg"
"1708088860-132","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voiture","https://www.dakarvente.com/annonce-33917-location-de-voiture.html","25 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/c3bff533abb8cc6bbaf6be0b53537ddd.jpeg"
"1708088860-133","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Salon 7 places","https://www.dakarvente.com/annonce-33735-salon-7-places.html","375 000 FCFA","Sicap liberté","media/annonces/pics/thumbs/bc82e5635e2ddf06a079a2e1404e93f6.jpg"
"1708088860-134","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Pelle Poclain","https://www.dakarvente.com/annonce-33679-pelle-poclain.html","275 000 FCFA","Diamniadio","media/annonces/pics/thumbs/5d146844b9b1ff1d346fe546342ad7fa.jpeg"
"1708088860-135","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Compacteur","https://www.dakarvente.com/annonce-33354-compacteur.html","160 000 FCFA","Dakar","media/annonces/pics/thumbs/80867e028740890f3f35d111b30ec9e3.jpeg"
"1708088860-136","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Transport de Voyagistes","https://www.dakarvente.com/annonce-33275-transport-de-voyagistes.html","22 000 FCFA","Maristes","media/annonces/pics/thumbs/7c635c24331cb9419ef3827a8a674ba5.jpg"
"1708088860-137","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicule","https://www.dakarvente.com/annonce-32912-location-de-vhicule.html","","Ouest Foire","media/annonces/pics/thumbs/944603006f8f9739f95db529ac95f779.jpg"
"1708088860-138","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Pelle Poclain","https://www.dakarvente.com/annonce-32431-pelle-poclain.html","275 000 FCFA","Diamniadio","media/annonces/pics/thumbs/8cf6adeb807231f2037ac1c62eb38d99.jpeg"
"1708088860-139","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voiture","https://www.dakarvente.com/annonce-32027-location-de-voiture.html","50 000 FCFA","Mbao","media/annonces/pics/thumbs/02e1669983a243628c85266d0ef55629.jpeg"
