web-scraper-order,web-scraper-start-url,marque,prix,adresse,image-src
"1708087029-1984","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","BMW X1 2018","19 500 000 FCFA","Colobane","media/annonces/pics/thumbs/710163edb241ec13701746b025c01093.jpeg"
"1708087029-1985","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Ford Escape titanium 2014","7 500 000 FCFA","Guédiawaye","media/annonces/pics/thumbs/d9c8b95cf68fcb211e429671b0ec1ff1.jpg"
"1708087029-1986","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","CHEVROLET CAMARO 2015","13 900 000 FCFA","Dakar","media/annonces/pics/thumbs/e40043d5bfdf755a084e215c4e596cd1.jpeg"
"1708087029-1987","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Ford Edge SEL","19 000 000 FCFA","Maristes","media/annonces/pics/thumbs/7c4a44fb4e7d0730df146cd724625084.png"
"1708087029-1988","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Renault Megane 3 2013","3 400 000 FCFA","Dakar","media/annonces/pics/thumbs/f8d677049357c381273b0d4083bd13d0.jpeg"
"1708087029-1989","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Kia optima hybride 2013","4 500 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/9091a317de85c0785bfa1e85f5e76fde.jpeg"
"1708087029-1990","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Citroën c5 exclusive","3 800 000 FCFA","Mbao","media/annonces/pics/thumbs/63fbf4cfc278afcbfd71b309e6d4a205.jpeg"
"1708087029-1991","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","SUZUKI GRAND VITARA 2010","2 950 000 FCFA","Dakar","media/annonces/pics/thumbs/3f577530b255a5d081a4ec553e931887.jpeg"
"1708087029-1992","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","PEUGEOT 308 Break 2012","3 350 000 FCFA","Colobane","media/annonces/pics/thumbs/6948a3c99264791b39bd7fcbc31eb50b.jpeg"
"1708087029-1993","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Maybach Gls année 2021","100 000 000 FCFA","Dakar","media/annonces/pics/thumbs/84272d889b6cae4bb9adae950b2e3913.jpg"
"1708087029-1994","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Toyota Highlander","17 000 000 FCFA","Biscuiterie","media/annonces/pics/thumbs/2cccd53f4c931b4a7ddbe76a27c9c8c4.jpg"
"1708087029-1995","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Citroën Jumper","4 500 000 FCFA","Mamelles","media/annonces/pics/thumbs/32c62d0a7c4c5f41a7eda60f1b846039.jpg"
"1708087029-1996","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Citroën C4 2011","3 100 000 FCFA","Grand Yoff","media/annonces/pics/thumbs/1bdba6175b757e5c2146e07092aad499.jpeg"
"1708087029-1997","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","Ford Escape Titanium 2017","11 000 000 FCFA","Dakar","media/annonces/pics/thumbs/e96a5bbf3545ae4a8579af9220b9253e.jpeg"
"1708087029-1998","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","FORD FUSION TITANIUM 2015","5 700 000 FCFA","Point E","media/annonces/pics/thumbs/e0ca0c5385ab473c225e93023c1cb1f6.jpg"
"1708087029-1999","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","CITROEN DS7","17 500 000 FCFA","Point E","media/annonces/pics/thumbs/a674e3319c2c65299461f5b2e87b58c6.jpg"
"1708087029-2000","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=39","RANGE ROVER EVOQUE","10 900 000 FCFA","Point E","media/annonces/pics/thumbs/d0dc233d9d30e56d45c4715aeda0c07e.jpg"
"1708087034-2001","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Mitsubishi Lancer Glx 2008","1 300 000 FCFA","Dakar","media/annonces/pics/thumbs/2473c245153ea5d3191fd6dda8cbd065.jpg"
"1708087034-2002","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Ford Escape Titanium 2017","12 000 000 FCFA","Cité Keur Gorgui","media/annonces/pics/thumbs/4cf6d66689205cdc3d4d66578be87daa.jpeg"
"1708087034-2003","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","FORD FOCUS 2013","4 700 000 FCFA","Mermoz","media/annonces/pics/thumbs/c955540a5d36c0c0c47b3171aab9a3f2.jpeg"
"1708087034-2004","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","BMW X5 2016","22 000 000 FCFA","Mermoz","media/annonces/pics/thumbs/35a8247151b89d83098a1ada7df8d734.jpeg"
"1708087034-2005","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","FORD EDGE 2015","14 000 000 FCFA","Mermoz","media/annonces/pics/thumbs/5dd4f0efdfee78c3d6fd00972e3fc93e.jpeg"
"1708087034-2006","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Ford fusion 2015","6 400 000 FCFA","Mermoz","media/annonces/pics/thumbs/b05842a0b6a484bfe2943aa540aa72ae.jpeg"
"1708087034-2007","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","AUDI Q3 2017 Full Option","8 700 000 FCFA","Keur Massar","media/annonces/pics/thumbs/ca14afd1a4c4adff3920e2315b21abc7.jpeg"
"1708087034-2008","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Ford Ranger F-150 2013","9 700 000 FCFA","Dakar","media/annonces/pics/thumbs/d182dc73301a4c6257e41a60522f6487.jpeg"
"1708087034-2009","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Mercedes Class C 2016","14 000 000 FCFA","Yoff","media/annonces/pics/thumbs/21ee4b026a7db940a0755d72020d542c.jpg"
"1708087034-2010","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Mazda Cx-7 2012","2 850 000 FCFA","Plateau","media/annonces/pics/thumbs/2ce3fe3792f311bbed0c3899fee49b7d.jpeg"
"1708087034-2011","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Hyundai Santa Fe sport limited","12 000 000 FCFA","Ouakam","media/annonces/pics/thumbs/e61979d6828e54f9da9edb467e893845.jpg"
"1708087034-2012","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","JEEP COMPASS","7 570 000 FCFA","Point E","media/annonces/pics/thumbs/65df46d373c94ec56d5ed85b9a4dffe0.jpg"
"1708087034-2013","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","BMW X6","80 000 000 FCFA","Point E","media/annonces/pics/thumbs/bc02961fdd676b4535fc9ca2b337e1e6.png"
"1708087034-2014","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","DODGE DART","9 000 000 FCFA","Point E","media/annonces/pics/thumbs/04dfe24afdf678759d03e42044d4daf2.jpg"
"1708087034-2015","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","PEUGEOT 508","7 500 000 FCFA","Point E","media/annonces/pics/thumbs/5081b11dca45323a4b49df56fe3647e2.jpg"
"1708087034-2016","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","CHEVROLET CRUZE 2012","6 560 000 FCFA","Point E","media/annonces/pics/thumbs/ae3fe4fd3b0a949ebe7fd248d17f7e74.jpg"
"1708087034-2017","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","HYUNDAI AVANTE SPORT","11 000 000 FCFA","Point E","media/annonces/pics/thumbs/c19bb602dbd932c63982cb53ae9c2540.png"
"1708087034-2018","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","FORD ESCAPE Ecoboost 4WD","8 500 000 FCFA","Point E","media/annonces/pics/thumbs/e89b464d7ebc85649a6411095787d564.jpg"
"1708087034-2019","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","BMW X3","9 450 000 FCFA","Point E","media/annonces/pics/thumbs/f51b196701f10d8851feac2391c333df.png"
"1708087034-2020","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","MERCEDES GLE","39 000 000 FCFA","Point E","media/annonces/pics/thumbs/5cc1b9f7817bb075b550dd1bfa016985.png"
"1708087034-2021","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","FORD ESCAPE SEL 2013","8 500 000 FCFA","Point E","media/annonces/pics/thumbs/612acac95f0306f504cccaf1d02b9ede.jpg"
"1708087034-2022","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","FORD Escape TITANIUM","9 000 000 FCFA","Point E","media/annonces/pics/thumbs/90445b4fdcacf3cdeb1111cc27cbc32d.jpg"
"1708087034-2023","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","BMW X6 2010","10 000 000 FCFA","Rufisque","media/annonces/pics/thumbs/fb4bc8a126a762651a8ac528f0837283.png"
"1708087034-2024","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Vends BMW X6 2015","15 000 000 FCFA","Rufisque","media/annonces/pics/thumbs/ef1be978d505a995e32f034b2c0fba30.jpg"
"1708087034-2025","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Ford Edge Titanium 2015 venant","14 000 000 FCFA","Dakar","media/annonces/pics/thumbs/1028cd8c0c299f9e3f61683e5008d3cb.jpeg"
"1708087034-2026","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Ford explorer 2016 Limited","10 500 000 FCFA","Liberté 6","media/annonces/pics/thumbs/1115001d47af193f2e6c20f845dcc1c6.jpg"
"1708087034-2027","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Fiat 147","1 800 000 FCFA","Nord Foire","media/annonces/pics/thumbs/0a102c74bd49dbab339394b417372d0e.jpeg"
"1708087034-2028","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Ford Focus à vendre","4 200 000 FCFA","Patte d'Oie","media/annonces/pics/thumbs/b6327b798d94c41343831e0bbd5959a9.jpg"
"1708087034-2029","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","Hyundai Elantra Limited 2014","4 450 000 FCFA","Médina","media/annonces/pics/thumbs/8712c1342e7d911fe4e20d31557e2dd3.jpeg"
"1708087034-2030","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","HYUNDAI SANTA FE","10 500 000 FCFA","Point E","media/annonces/pics/thumbs/58cf090d9e7241a42a975873bc2cd396.jpg"
"1708087034-2031","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","BMW X3","9 450 000 FCFA","Point E","media/annonces/pics/thumbs/e6f6939e5bfe4687d07ea0ff0eddd199.jpg"
"1708087034-2032","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","PEUGEOT 308 SW","5 700 000 FCFA","Point E","media/annonces/pics/thumbs/c3697c93ff674e61d0c1957c503cdf3a.jpg"
"1708087034-2033","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","FORD FIESTA","6 500 000 FCFA","Point E","media/annonces/pics/thumbs/64aaebfabb921d35a505ee92e563bfb7.jpg"
"1708087034-2034","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","FORD FOCUS 204","8 100 000 FCFA","Point E","media/annonces/pics/thumbs/abc426b659447e1afd63f387198803c4.jpg"
"1708087034-2035","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","CHEVROLET CRUZE","6 500 000 FCFA","Point E","media/annonces/pics/thumbs/90d684a59269d3a50b99e72dee574a12.jpg"
"1708087034-2036","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","GMC","8 500 000 FCFA","Point E","media/annonces/pics/thumbs/3e0421f6d233a1767ac2015abc2f63f3.png"
"1708087034-2037","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","PEUGEOT 308","10 500 000 FCFA","Point E","media/annonces/pics/thumbs/18ae8bb0988ac264476533c2ed6417f5.jpg"
"1708087034-2038","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","RANGER ROVER VOGUE","40 000 000 FCFA","Point E","media/annonces/pics/thumbs/2f6a474bd9bf909055bb4e3351f6e20e.jpg"
"1708087034-2039","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","HYUNDAI SONATA","4 500 000 FCFA","Point E","media/annonces/pics/thumbs/314af487695c1f7d4f0445118fb82014.jpg"
"1708087034-2040","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","PEUGEOT 308","5 000 000 FCFA","Point E","media/annonces/pics/thumbs/d7d4bbf29f3d42fcd9ef923494b12d34.jpg"
"1708087034-2041","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","BMW X6","80 000 000 FCFA","Point E","media/annonces/pics/thumbs/83e9ae5b89adb30a1edc4e74a9969cb7.jpg"
"1708087034-2042","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=38","FORD EDGE","8 500 000 FCFA","Point E","media/annonces/pics/thumbs/2084244471a15054457f4da5297c0476.png"
"1708087040-2043","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Peugeot Partner","","Point E","media/annonces/pics/thumbs/ee141f3418604620dfd977f99f33dda3.jpg"
"1708087040-2044","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD ESCAPE","1 FCFA","Point E","media/annonces/pics/thumbs/f3c7cd15a1f466c8aa0f7c60599ac064.jpg"
"1708087040-2045","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","HYUNDAI SONATA","5 000 000 FCFA","Point E","media/annonces/pics/thumbs/caeaffff0928e78e846331daa8724907.jpg"
"1708087040-2046","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","NISSAN QASHQAI","4 100 000 FCFA","Point E","media/annonces/pics/thumbs/9d1b935227faeda3e53e88b2017a6a1f.jpg"
"1708087040-2047","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD EXPLORER","10 500 000 FCFA","Point E","media/annonces/pics/thumbs/973b898425652c3b72ab95677b6cf3dc.jpg"
"1708087040-2048","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Toyota Yaris 2012","4 800 000 FCFA","Dakar","media/annonces/pics/thumbs/6e5b8b3e2e197398b548296d112d7935.jpeg"
"1708087040-2049","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Hyundai Grandeur 2013","4 950 000 FCFA","Pikine","media/annonces/pics/thumbs/bbbd598fce6f3bfaf9eab8533aa6b8b1.jpeg"
"1708087040-2050","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Toyota Prado 2018","27 400 000 FCFA","Dakar","media/annonces/pics/thumbs/ff70bae4c8a701645a8821efe6004cd6.jpeg"
"1708087040-2051","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Hyundai Elantra 2015","4 450 000 FCFA","Dieuppeul","media/annonces/pics/thumbs/a37fc17f9fa627f87baa3e9d17155df6.jpeg"
"1708087040-2052","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Ford Edge Limited 2013 VENANT","8 200 000 FCFA","Dakar","media/annonces/pics/thumbs/082f730132442545faa0199de18630e0.jpeg"
"1708087040-2053","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Dacia Sandero Stepway 2015 Régime TT","5 500 000 FCFA","Mamelles","media/annonces/pics/thumbs/f7fe76b30bfc5d1bed6d6f287d56f11b.jpeg"
"1708087040-2054","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD ESCAPE","5 500 000 FCFA","Point E","media/annonces/pics/thumbs/199e54375006c1fae5d0454d52a42161.jpg"
"1708087040-2055","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Toyota Rav4 2011","6 500 000 FCFA","Almadies","media/annonces/pics/thumbs/3a4692ec8c807aa47193d95bddfeeb9c.jpg"
"1708087040-2056","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD FOCUS","4 500 000 FCFA","Point E","media/annonces/pics/thumbs/a8a29e64f2ee8b83879c694ae074f4c1.jpg"
"1708087040-2057","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","NISSAN ROGUE","5 500 000 FCFA","Point E","media/annonces/pics/thumbs/ca460ca940041e4acea4072a2fb809e9.jpg"
"1708087040-2058","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD EXPLORER","11 000 000 FCFA","Point E","media/annonces/pics/thumbs/84996d32fca8412bd5289699c38cf9eb.jpg"
"1708087040-2059","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Ford Escape Ecoboost 2013","5 500 000 FCFA","Rufisque","media/annonces/pics/thumbs/5253a668cf4765ad470b4dc980866e98.jpg"
"1708087040-2060","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","KIA SORENTO","7 500 000 FCFA","Point E","media/annonces/pics/thumbs/dcb6eca2b0c4fc064500bf9045087018.jpg"
"1708087040-2061","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD ESCAPE SE","7 000 000 FCFA","Point E","media/annonces/pics/thumbs/95fdb1cf922492c5183bc0bf6933ca38.jpg"
"1708087040-2062","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","HYUNDAY ELANTRA","5 000 000 FCFA","Point E","media/annonces/pics/thumbs/460cf5139835fd9b04cfbdb3202945a3.jpg"
"1708087040-2063","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","CITROEN BERLINGO","5 500 000 FCFA","Point E","media/annonces/pics/thumbs/b74e1daa341e7935544757ec3e2bfa58.jpg"
"1708087040-2064","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","NISSAN JUKE","5 500 000 FCFA","Point E","media/annonces/pics/thumbs/6dd0c4dbc496a59af5429dc8a31a1c07.jpg"
"1708087040-2065","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Hyundai Grandeur année 2013","8 000 000 FCFA","Point E","media/annonces/pics/thumbs/938a9f1359cc26ca2d2b00bfba5eb419.jpg"
"1708087040-2066","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD ESCAPE","7 000 000 FCFA","Point E","media/annonces/pics/thumbs/bd484d4fcae8ebab99e426e4f169dc0c.jpg"
"1708087040-2067","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","BMW X2","21 000 000 FCFA","Point E","media/annonces/pics/thumbs/c2bf9fb621ad3d20de7d6946f3f49ddf.jpg"
"1708087040-2068","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD ESCAPE","6 000 000 FCFA","Point E","media/annonces/pics/thumbs/415b095545d67fbf92a4471e15d49a45.png"
"1708087040-2069","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD EXPLORER","10 000 000 FCFA","Point E","media/annonces/pics/thumbs/0b3393c8b849ffbf51855bfbbc8cc60c.jpg"
"1708087040-2070","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","TOYOTA C-HR","13 000 000 FCFA","Point E","media/annonces/pics/thumbs/eaf616d84742ed3f1cb0cb24aba18bb9.png"
"1708087040-2071","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","NISSAN QASHQAI","5 000 000 FCFA","Point E","media/annonces/pics/thumbs/bba962fccf0baa9aaf76ea13b69dd348.jpg"
"1708087040-2072","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD ESCAPE","12 000 000 FCFA","Point E","media/annonces/pics/thumbs/7a090864b73ba02b10dbed404becf227.jpg"
"1708087040-2073","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD FOCUS","5 500 000 FCFA","Point E","media/annonces/pics/thumbs/d5d2148d1f5de88e0d14bde2a7dd2ce6.jpg"
"1708087040-2074","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Ford Escape Ecoboost 2014","5 700 000 FCFA","Mermoz","media/annonces/pics/thumbs/52ddef031f8dc105cd890d38aee1c2d0.jpg"
"1708087040-2075","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","Vente d'une Ford F150 V8","10 000 000 FCFA","Ouest Foire","media/annonces/pics/thumbs/1472de2e78176889314d9257796f8dac.jpg"
"1708087040-2076","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","NISSAN ROGUE","6 500 000 FCFA","Point E","media/annonces/pics/thumbs/663e08c9e97f4d4ff7443dff0fd86485.jpg"
"1708087040-2077","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD ESCAPE TITANIUM","9 500 000 FCFA","Point E","media/annonces/pics/thumbs/4163d0e772a476b0a6bb4521423b0631.jpg"
"1708087040-2078","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","KIA CARNAVAL","11 500 000 FCFA","Point E","media/annonces/pics/thumbs/873fa57c4c25fec0613027608be274c6.jpg"
"1708087040-2079","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","NISSAN JUKE","7 500 000 FCFA","Point E","media/annonces/pics/thumbs/d0ac5acbd01742dd83eed15fe1d2abdf.jpg"
"1708087040-2080","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","TOYOTA PRADO","16 000 000 FCFA","Point E","media/annonces/pics/thumbs/6e961ba99fe3ae30627716fad0a7c0f5.jpg"
"1708087040-2081","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","PEUGEOT 3008","10 000 000 FCFA","Point E","media/annonces/pics/thumbs/dce6e721a114a3e5e345709f0898cfdb.jpg"
"1708087040-2082","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","FORD FUSION SE","6 500 000 FCFA","Point E","media/annonces/pics/thumbs/d3bf15fac9ff411af9a2b7ee389ad461.jpg"
"1708087040-2083","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","KIA SORENTO","6 000 000 FCFA","Point E","media/annonces/pics/thumbs/950e01fa7364955a6244272d99342882.jpg"
"1708087040-2084","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=37","NISSAN JUKE 2012 en très bon état","4 200 000 FCFA","Almadies","media/annonces/pics/thumbs/0d74e9965694ec47f6d7800eac18d799.jpg"
"1708087046-2085","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","PEUGEOT 308","5 500 000 FCFA","Point E","media/annonces/pics/thumbs/be40fa84e9e26e4bf89962a733728d8d.jpg"
"1708087046-2086","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","PEUGEOT 3008","5 000 000 FCFA","Point E","media/annonces/pics/thumbs/8d76b1106ef3163615dd6e68f8e80d94.png"
"1708087046-2087","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","FORD ESCAPE TITANIUM","10 000 000 FCFA","Point E","media/annonces/pics/thumbs/179bb1dadeb0f557380ba4c164ada492.jpg"
"1708087046-2088","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","HYUNDAI SANTA FE","16 000 000 FCFA","Point E","media/annonces/pics/thumbs/f9be2f94d5c802e633a4a3735202dd1e.jpg"
"1708087046-2089","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","FORD F-150","11 500 000 FCFA","Point E","media/annonces/pics/thumbs/ba9cd7831939a4ed64fe178fe3d11c61.jpg"
"1708087046-2090","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","KIA SORENTO","3 500 000 FCFA","Point E","media/annonces/pics/thumbs/74b703c2ed154704c9fefed96ca38a1a.jpg"
"1708087046-2091","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","Kia Sorento 2012","2 500 000 FCFA","Plateau","media/annonces/pics/thumbs/f5731335993b4e70f5610920a787b9f3.jpeg"
"1708087046-2092","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","Ford Escape 2013","7 000 000 FCFA","Ouest Foire","media/annonces/pics/thumbs/ca600bf5b89382fcc228f6751522abdd.jpeg"
"1708087046-2093","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","TOYOTA LAND CRUISER","38 000 000 FCFA","Point E","media/annonces/pics/thumbs/be22620bb0c140d883b5d7b86e9171b3.png"
"1708087046-2094","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","PEUGEOT 308","5 500 000 FCFA","Point E","media/annonces/pics/thumbs/e784ef6c5b8a6d84f0573d296b07aed5.jpg"
"1708087046-2095","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","HYUNDAY ELANTRA","5 500 000 FCFA","Point E","media/annonces/pics/thumbs/c4a768c9b4d3920ef2295b5b9e1cd5f0.jpg"
"1708087046-2096","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","HYUNDAI TUCSON","15 000 000 FCFA","Point E","media/annonces/pics/thumbs/bc7c8fd4bb43f8e5a6bfcdbd5b25fd03.jpg"
"1708087046-2097","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","HYUNDAI SONATA","7 000 000 FCFA","Point E","media/annonces/pics/thumbs/24ee0beefb26e8a4fbd2a7f1d2ae9d11.jpg"
"1708087046-2098","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","CITROEN DS4","6 500 000 FCFA","Point E","media/annonces/pics/thumbs/3ececd4952569a293fb2d24dbdcb8cca.png"
"1708087046-2099","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","TOYOTA HIACE","16 000 000 FCFA","Point E","media/annonces/pics/thumbs/fa85d389ed7a23de011662856664c75b.jpg"
"1708087046-2100","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","Hyundai Elantra","6 000 000 FCFA","Bene Tally","media/annonces/pics/thumbs/5a4794a23118973091813eca96600014.jpeg"
"1708087046-2101","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","MAZDA 3","3 500 000 FCFA","Point E","media/annonces/pics/thumbs/dc212c11763c9b4fb1b71e4b88cc76c1.jpg"
"1708087046-2102","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","FORD ESCAPE SEL","6 300 000 FCFA","Point E","media/annonces/pics/thumbs/b2e98e02f02afbdc060d904477f819a0.jpg"
"1708087046-2103","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","HYUNDAI TUCSON","14 000 000 FCFA","Point E","media/annonces/pics/thumbs/0d76e2aff2e00f6559a56a50962b0b8e.jpg"
"1708087046-2104","https://dakarvente.com/index.php?page=annonces_categorie&id=2&sort=&nb=36","KIA SORENTO","7 000 000 FCFA","Point E","media/annonces/pics/thumbs/40c9d0e8016aaa1213d4cadcc610e485.jpg"
